	0
11369	LOX
11370	NARS2
11371	DFFA
11372	TSR3
11373	ADCY8
11374	CDK11A
11375	KLK12
11376	TRIM40
11377	HLCS
11378	MAGEB16
11379	AP3B2
11380	BAIAP3
11381	LXN
11382	ESRP1
11383	N4BP1
11384	SNRNP40
11385	TRANK1
11386	JRK
11387	CARD17
11388	BOLL
11389	SRSF10
11390	APELA
11391	GABRQ
11392	ZNF268
11393	BPGM
11394	ARMT1
11395	ASAH2
11396	ATRNL1
11397	DHX29
11398	NEK6
11399	ECHS1
11400	SMTNL2
11401	SLC25A36
11402	DYRK4
11403	DSG2
11404	SBNO1
11405	GDF2
11406	MRGPRX2
11407	ESX1
11408	RHOB
11409	LUZP2
11410	LRRCC1
11411	UNC13C
11412	CDH26
11413	SIK2
11414	CAV1
11415	TREM2
11416	GABARAP
11417	GFI1B
11418	TMEM218
11419	NEK10
11420	TNIP1
11421	MKX
11422	EPHB1
11423	RAX
11424	CRHBP
11425	ZNF385B
11426	TRIM26
11427	ELANE
11428	GPBAR1
11429	NFIL3
11430	CCDC130
11431	CRTC3
11432	FNBP4
11433	ZBTB17
11434	KCTD20
11435	ASCC1
11436	TET3
11437	RSPO2
11438	XAGE5
11439	CR1L
11440	CFAP299
11441	MDP1
11442	GPR6
11443	KLHDC4
11444	SMAD5
11445	PPP3CA
11446	TM9SF2
11447	WDR55
11448	PRXL2C
11449	CDON
11450	ICAM3
11451	GPR68
11452	SGF29
11453	OR5P3
11454	FAAH2
11455	DLX5
11456	NFX1
11457	R3HDM1
11458	SMLR1
11459	EIF2B1
11460	MAB21L2
11461	OR52E6
11462	TMOD1
11463	ESS2
11464	HSD3B1
11465	TTI1
11466	YIPF3
11467	ZC3H10
11468	DZIP1
11469	ZCCHC3
11470	NSDHL
11471	MAF1
11472	PCF11
11473	ZSCAN20
11474	GALK2
11475	MBD6
11476	SEC61G
11477	TFG
11478	OR51B4
11479	CRPPA
11480	PRKG1
11481	UBE2B
11482	ULBP1
11483	ERBB3
11484	ZNF790
11485	TOPORS
11486	SCGB3A2
11487	SPEG
11488	PXMP2
11489	SLC12A1
11490	OR9G4
11491	PKD2L1
11492	ANAPC11
11493	PROX2
11494	KCTD13
11495	CCDC82
11496	ZNF70
11497	DCPS
11498	FNBP1
11499	GAS2L2
11500	MFAP3L
11501	ALAS1
11502	DNMT3B
11503	SERPINA11
11504	CD79B
11505	NUF2
11506	KCNB2
11507	CNTLN
11508	TTC24
11509	PLAG1
11510	IK
11511	PADI1
11512	PDCD7
11513	BRCA1
11514	ECHDC1
11515	OAZ3
11516	KRR1
11517	RHOJ
11518	ANKUB1
11519	UQCR10
11520	HFM1
11521	E2F1
11522	ADRB3
11523	RGCC
11524	DCAF1
11525	FAM153B
11526	BTN3A3
11527	P2RX4
11528	TLR7
11529	ZNF25
11530	KCNA3
11531	CTAG2
11532	LTF
11533	GTSE1
11534	ATG101
11535	TNFRSF14
11536	UPK1B
11537	RTN2
11538	SLC17A3
11539	ARPC4
11540	HMGXB4
11541	LARS2
11542	RWDD1
11543	DPH1
11544	DNAJC8
11545	WDR61
11546	PTK2B
11547	SF3A3
11548	HGS
11549	ZNF101
11550	GAD1
11551	CLEC4C
11552	HIRIP3
11553	TBC1D3
11554	TMEM91
11555	MTM1
11556	KRT5
11557	SYNC
11558	PPIC
11559	ALDOC
11560	JUN
11561	C12orf4
11562	TTI2
11563	TUBA4B
11564	RTP2
11565	OR2M3
11566	CENPX
11567	HSBP1L1
11568	SLC25A45
11569	USP31
11570	GDF3
11571	OR4A47
11572	LAMP1
11573	OSER1
11574	TGM4
11575	ARF4
11576	TRNT1
11577	ASB16
11578	LCA5L
11579	EZH2
11580	OGFR
11581	SNX19
11582	ANPEP
11583	DDX17
11584	EGR4
11585	GPKOW
11586	MLLT10
11587	BPI
11588	LRATD1
11589	SPAST
11590	ST3GAL2
11591	C1QTNF1
11592	CSF1
11593	DYRK1B
11594	LRRC27
11595	PRR16
11596	TFPI
11597	ZMAT1
11598	NFE2L3
11599	RACK1
11600	PCSK5
11601	TIAM2
11602	SCRN3
11603	DPEP1
11604	CSTF2
11605	NDUFB1
11606	ADAM2
11607	STX10
11608	VSIG8
11609	TUBB3
11610	CCDC186
11611	TFE3
11612	FBXO11
11613	SYNPR
11614	PRAMEF1
11615	ANOS1
11616	HNRNPH3
11617	NLRP7
11618	SPAAR
11619	BCL7B
11620	ERCC6
11621	GKAP1
11622	CARTPT
11623	FANCG
11624	LGI2
11625	PACSIN2
11626	PPHLN1
11627	ZIC3
11628	DBNDD2
11629	DGKD
11630	C11orf1
11631	GGPS1
11632	C15orf65
11633	SECTM1
11634	ARMC2
11635	OR2V2
11636	UBE2E3
11637	PSG4
11638	FBXW4
11639	MAP3K7
11640	TMEM74B
11641	LRWD1
11642	TCTEX1D1
11643	HOXA1
11644	COL28A1
11645	KHDC3L
11646	OR2A12
11647	POLR2I
11648	EXO1
11649	TMEM245
11650	TUBA3E
11651	ATXN1
11652	CCDC3
11653	PYGO1
11654	MMP26
11655	ERMN
11656	C11orf58
11657	ERF
11658	ITPRIPL2
11659	C5orf52
11660	CCDC181
11661	LEKR1
11662	IRF6
11663	CRYBG2
11664	PPM1L
11665	FATE1
11666	CEP68
11667	TRMT10B
11668	RIPK1
11669	MUTYH
11670	ZNF433
11671	HAUS3
11672	LYPD6B
11673	ARL6IP5
11674	CD36
11675	IVNS1ABP
11676	PIP5K1A
11677	HS3ST2
11678	GIMAP2
11679	RNF17
11680	FBXO3
11681	COL18A1
11682	TRIM56
11683	OR52K2
11684	GGT5
11685	LOXL3
11686	OTUD4
11687	ALPG
11688	AXDND1
11689	IQCM
11690	RPTN
11691	TPSB2
11692	CERCAM
11693	CTBP1
11694	GCAT
11695	ADAM32
11696	APPL1
11697	GID4
11698	ZNF557
11699	ABCD2
11700	HS3ST3A1
11701	PROCR
11702	SNX32
11703	SPG7
11704	ARFRP1
11705	CCDC103
11706	PLCG2
11707	XRN2
11708	APPL2
11709	NMU
11710	CARD9
11711	PEX14
11712	CXorf58
11713	HTATSF1
11714	ZNF746
11715	CSAD
11716	GOLGA7B
11717	INPP5F
11718	ALDH3B1
11719	KNDC1
11720	KRTAP21-1
11721	MPPED1
11722	OXLD1
11723	MGAT1
11724	ANKRD62
11725	ARFGEF2
11726	NCSTN
11727	ATL1
11728	CEP85
11729	DCDC2B
11730	TDRD9
11731	VCAM1
11732	FAM98C
11733	NRTN
11734	METTL18
11735	SLC9A3R2
11736	KANSL1L
11737	KRAS
11738	MTMR3
11739	BCKDK
11740	EFEMP2
11741	MORN3
11742	NXPH4
11743	TNF
11744	TERF2
11745	C1orf189
11746	PSMG4
11747	ETV2
11748	ZFAND2A
11749	BPIFB1
11750	NPIPB11
11751	NAT1
11752	NLRP12
11753	THAP7
11754	RAET1G
11755	E2F7
11756	C22orf39
11757	RAB6C
11758	WDFY1
11759	CYB5B
11760	NOP2
11761	MYH7
11762	DACT1
11763	TSNARE1
11764	PLAC1
11765	CHTF8
11766	NEMF
11767	SLC22A23
11768	KCNQ5
11769	PSMD8
11770	LSM14A
11771	UBXN8
11772	XYLT1
11773	TMEM39B
11774	GBE1
11775	AIFM2
11776	B3GALNT1
11777	AP1B1
11778	BMP8A
11779	PIGV
11780	RCN1
11781	ACOT12
11782	HTR1B
11783	ZCCHC18
11784	CHIC2
11785	CLC
11786	SCYL1
11787	TAF9
11788	SCART1
11789	TCF12
11790	OSGEPL1
11791	FAAP100
11792	GPR34
11793	COLGALT2
11794	KSR1
11795	SLC22A17
11796	TEPP
11797	MPL
11798	FAM90A26
11799	FN1
11800	FRA10AC1
11801	HNF4G
11802	NPIPB4
11803	CPA2
11804	HK1
11805	C6orf120
11806	NBPF6
11807	NT5C1B
11808	OR52E8
11809	PMPCB
11810	PROK2
11811	TVP23B
11812	ZDHHC3
11813	NSUN5
11814	MIA2
11815	ZBTB14
11816	DNAJC5G
11817	SEC14L1
11818	CCDC120
11819	FRZB
11820	LRRIQ1
11821	DNAJB13
11822	FXYD7
11823	ZPLD1
11824	FKBP2
11825	CASP7
11826	CDK17
11827	FCGR1A
11828	AP3S1
11829	HAGHL
11830	MTR
11831	CHAMP1
11832	PGPEP1L
11833	SHANK1
11834	TMIGD3
11835	TOR1AIP2
11836	TSPAN32
11837	DDI2
11838	DIP2A
11839	RNPEPL1
11840	ALDH18A1
11841	SNAPC5
11842	MT1H
11843	UBXN10
11844	AIF1L
11845	GP2
11846	VEGFC
11847	MLN
11848	GAMT
11849	TMCC1
11850	XIRP2
11851	PRDM8
11852	FAM117A
11853	ST6GAL1
11854	TTC27
11855	MAGEA3
11856	GLMP
11857	MANSC1
11858	ACAP1
11859	E4F1
11860	MAPK15
11861	NME7
11862	CBWD6
11863	TRIM41
11864	ARL15
11865	TAS2R30
11866	BAMBI
11867	ZSCAN10
11868	LYPLA2
11869	GGA3
11870	PPIL1
11871	SMPDL3A
11872	BST2
11873	BTBD6
11874	CHRNA4
11875	PPM1H
11876	EDRF1
11877	RALGAPB
11878	CBLN4
11879	NAPB
11880	SKOR1
11881	VWA5A
11882	CFAP70
11883	SNTN
11884	RTL1
11885	U2AF1L4
11886	RENBP
11887	FNDC3A
11888	ARMC5
11889	NTRK3
11890	KCNIP2
11891	HSPH1
11892	LIPG
11893	MFAP1
11894	PGM5
11895	SNUPN
11896	SNX17
11897	OXCT2
11898	EDAR
11899	SIRT2
11900	SLC7A11
11901	CIB1
11902	PLXNA3
11903	SCUBE3
11904	NIBAN1
11905	NDUFS6
11906	B4GALT3
11907	USP45
11908	PDE6H
11909	ASF1A
11910	BIRC7
11911	ELOC
11912	NAGA
11913	SOX5
11914	LCORL
11915	NRDC
11916	CAMP
11917	ZNF547
11918	ATG4B
11919	DMP1
11920	HK3
11921	MEIG1
11922	PEMT
11923	FGFR4
11924	MDFIC2
11925	EDDM13
11926	NCAPH2
11927	SYT12
11928	FBXL3
11929	HAL
11930	RADX
11931	TMEM200C
11932	PHLDA1
11933	FOXO4
11934	RNF223
11935	RASSF10
11936	GNB4
11937	SPDYE16
11938	DEFB125
11939	C1R
11940	NLE1
11941	PRH1
11942	SYNE2
11943	ANHX
11944	LDB1
11945	SMCP
11946	C19orf67
11947	PDE4C
11948	GALNT6
11949	GPR84
11950	TEX15
11951	DNASE1L1
11952	IRAK4
11953	NEFH
11954	TPH1
11955	ATP1A1
11956	UROS
11957	RAVER1
11958	ALAD
11959	COMMD4
11960	ASCL1
11961	EML3
11962	B2M
11963	SRGAP3
11964	PSMD13
11965	THSD1
11966	ZAR1
11967	APOBEC3F
11968	MDGA2
11969	FCGRT
11970	DDIT3
11971	REXO4
11972	TCTE1
11973	MPST
11974	NAE1
11975	RAB27B
11976	UNC5C
11977	C7orf57
11978	THRSP
11979	VWA3B
11980	BNIP3L
11981	FREM1
11982	ESYT3
11983	FRS2
11984	IL2RG
11985	KLRC3
11986	MTF1
11987	ZNF417
11988	NAA80
11989	RNF115
11990	C12orf56
11991	EFTUD2
11992	FAM234B
11993	HSD17B11
11994	SLC25A21
11995	AGPAT3
11996	YPEL1
11997	ELOVL1
11998	NUSAP1
11999	SEPTIN5
12000	TAGAP
12001	OCA2
12002	GPATCH3
12003	TMEM14B
12004	METTL17
12005	C6orf89
12006	CDKN1C
12007	DEUP1
12008	GLCE
12009	PODXL2
12010	SPAG11A
12011	RAB3GAP2
12012	RLN3
12013	BCLAF3
12014	TUBG1
12015	SLC8A2
12016	DMC1
12017	PRPF39
12018	RIPOR1
12019	EGFLAM
12020	ARRDC1
12021	NDUFAB1
12022	THBS1
12023	TEX26
12024	KRTDAP
12025	ZNF343
12026	ILVBL
12027	DNAJB6
12028	RGS18
12029	OR8B12
12030	XPR1
12031	JCAD
12032	PRSS16
12033	GRID2
12034	SMIM7
12035	RAMP3
12036	CAB39
12037	TLCD1
12038	KRT6C
12039	TTLL2
12040	GJD3
12041	LCE4A
12042	TOE1
12043	RHOXF1
12044	NCR3
12045	IFNL3
12046	POU3F1
12047	SLC18B1
12048	TMEM154
12049	ATF2
12050	AKR1C3
12051	MYL6
12052	CD300A
12053	CD84
12054	ROPN1
12055	PKIG
12056	RIC1
12057	CCDC188
12058	PDE1B
12059	NR2E3
12060	TMEM221
12061	CACNB1
12062	BICDL1
12063	ARL5C
12064	BCL2L2
12065	MGST1
12066	MINPP1
12067	RAC2
12068	CHRNB2
12069	EEF1AKMT4
12070	CHKB
12071	RFPL2
12072	SLC4A9
12073	FCGR2A
12074	TELO2
12075	TMEM244
12076	ARPIN
12077	VWA8
12078	GLYATL1B
12079	GSX1
12080	TM9SF1
12081	POMK
12082	CACNG8
12083	MICALL1
12084	NDUFB10
12085	ASCL4
12086	SYCP2L
12087	TTL
12088	NELFB
12089	SLC16A2
12090	NPIPB2
12091	CCP110
12092	UQCRQ
12093	IGFL3
12094	C9orf50
12095	PROZ
12096	PLEKHM2
12097	TMEM176A
12098	SMIM11A
12099	ZXDB
12100	LCN1
12101	LRRC26
12102	C22orf15
12103	ZCCHC10
12104	PSMA8
12105	GAS2L3
12106	SH3GLB2
12107	TNNT1
12108	NOL6
12109	DBI
12110	TMEM131L
12111	OCM
12112	LY6G6D
12113	KPNA4
12114	RIC3
12115	ALLC
12116	COL4A2
12117	CEP57L1
12118	CXCL3
12119	DOP1B
12120	SIVA1
12121	ZSWIM4
12122	MN1
12123	IFIT1
12124	MED12
12125	N4BP3
12126	IL17C
12127	DLL4
12128	MEI1
12129	POGK
12130	CD14
12131	PRRC2B
12132	SARAF
12133	SMIM13
12134	ATP5ME
12135	PLD1
12136	SPTB
12137	FCER1A
12138	PPP1R3G
12139	PPP1R3C
12140	SLC25A33
12141	ZNF273
12142	PABPN1L
12143	GPC1
12144	TPM2
12145	RAB38
12146	SBSPON
12147	GPSM2
12148	NDUFA6
12149	GABARAPL2
12150	C12orf29
12151	OR56A3
12152	ZNF721
12153	ADGRG4
12154	DOCK6
12155	MRGPRD
12156	PEX11B
12157	GPR32
12158	GATA3
12159	METTL26
12160	VGLL2
12161	ZDHHC19
12162	DIRAS1
12163	LAMC2
12164	DGKA
12165	TRIM33
12166	FOXA2
12167	FAM171A1
12168	LRRC55
12169	ZDHHC15
12170	TMSB15A
12171	ZNF423
12172	VDAC2
12173	ZNF99
12174	MED24
12175	KLK15
12176	CACNG6
12177	OIT3
12178	TSPYL5
12179	ABCE1
12180	GRHL1
12181	HEATR5B
12182	XAGE2
12183	LY6G6F
12184	NIPAL4
12185	FBLL1
12186	MBP
12187	SHISAL2A
12188	C1GALT1C1L
12189	MPV17
12190	PRORP
12191	IPO8
12192	TECPR1
12193	WRAP53
12194	AMN1
12195	CP
12196	GTF3C4
12197	PRKACG
12198	ZNF384
12199	C20orf27
12200	TRIM43B
12201	USP2
12202	GPATCH2L
12203	TAF13
12204	CSF3
12205	SMIM10
12206	DCDC2C
12207	IL17RA
12208	TMEM59L
12209	LRFN3
12210	OR52N2
12211	NOA1
12212	SLAIN1
12213	ABCA7
12214	SLTM
12215	NSFL1C
12216	BCAS1
12217	SMPD1
12218	ZBTB18
12219	SAMD4A
12220	SLC6A2
12221	TRAK1
12222	LRRN2
12223	POPDC3
12224	LATS2
12225	CCDC197
12226	RNF170
12227	APOBEC3G
12228	ACSM6
12229	PAFAH1B2
12230	IL16
12231	NRIP3
12232	SGK3
12233	SP7
12234	PRCP
12235	PWWP2B
12236	SUMO2
12237	SPTLC2
12238	HDAC10
12239	CCDC65
12240	ZNF594
12241	HFE
12242	TEX33
12243	CCDC151
12244	ASXL1
12245	THRAP3
12246	CYP2F1
12247	ZNF500
12248	BARHL1
12249	INSM2
12250	MTFR1L
12251	SENP8
12252	ZSCAN4
12253	IFT20
12254	DYNC2LI1
12255	PDE6G
12256	SLX4IP
12257	MAD2L1BP
12258	PHB2
12259	TCHHL1
12260	NXT1
12261	PKHD1L1
12262	ODF2L
12263	BEX2
12264	MAGEA9
12265	MANSC4
12266	TP53INP1
12267	MPPE1
12268	C6orf141
12269	PABPC5
12270	PNPLA4
12271	CRISPLD2
12272	MECOM
12273	ARPC5L
12274	CEACAM20
12275	KLHL14
12276	STRA8
12277	BHLHE41
12278	TNIP2
12279	GEMIN2
12280	CCT2
12281	MIB2
12282	PCBP3
12283	OTOP3
12284	EIF3B
12285	SLC25A24
12286	C2CD4A
12287	TNS3
12288	ACOT8
12289	CLEC12B
12290	CSNK1G3
12291	PPP1R26
12292	EPHX1
12293	MSRB1
12294	ZNF570
12295	ABHD1
12296	HCRTR2
12297	ZACN
12298	ANXA8
12299	EVX1
12300	HSPA9
12301	CYP11A1
12302	URAD
12303	OR12D2
12304	ZNF398
12305	CNBP
12306	ACOXL
12307	TRIM17
12308	TYRO3
12309	ABT1
12310	MINAR1
12311	SETD1B
12312	WWP1
12313	COL4A4
12314	KCTD6
12315	IQCF2
12316	MSTN
12317	CBY3
12318	KLRC4
12319	HLA-DOA
12320	RUBCNL
12321	TPM3
12322	ZNF324B
12323	C14orf39
12324	SAC3D1
12325	SYN3
12326	RNF10
12327	C21orf62
12328	KNOP1
12329	YY1AP1
12330	GNRH2
12331	FAT3
12332	PTF1A
12333	WDFY3
12334	CACNA1H
12335	TTC30B
12336	GJB4
12337	TTC7B
12338	WDR91
12339	SLC35F5
12340	ZBTB46
12341	ADCY5
12342	PPCDC
12343	TPPP3
12344	ZIC5
12345	NDUFS7
12346	ARL17B
12347	C18orf25
12348	TACR2
12349	CST1
12350	CD1B
12351	NAXD
12352	EIF5
12353	FRAT2
12354	DALRD3
12355	CHST10
12356	EIF2B3
12357	GLB1L
12358	RNF150
12359	ZNF888
12360	ERFE
12361	ESAM
12362	ZNF608
12363	PLXNB1
12364	RAD50
12365	MAN1A2
12366	MYO1D
12367	MYBL2
12368	UBL7
12369	AOX1
12370	HLA-DQA1
12371	NPC1
12372	NUDT7
12373	SP3
12374	RND1
12375	BAZ2B
12376	DNAJB4
12377	C18orf21
12378	POU1F1
12379	POLR2A
12380	HECTD2
12381	RICTOR
12382	CLTB
12383	DLD
12384	MYBPC1
12385	SLC35D1
12386	KHDRBS2
12387	CYBB
12388	PSMD9
12389	EXOSC2
12390	TAS2R5
12391	CALHM1
12392	CHMP6
12393	IL20
12394	SOX6
12395	SYNPO2L
12396	NUMB
12397	TMEM169
12398	GLRA1
12399	JUND
12400	TMEM184C
12401	VPS72
12402	APOBR
12403	SLC39A6
12404	KIF25
12405	RBM17
12406	TESMIN
12407	TTC38
12408	SERHL2
12409	GIMAP8
12410	C7orf31
12411	LIN7B
12412	NEK7
12413	GOLGA6L10
12414	AWAT2
12415	PRR7
12416	BLCAP
12417	ADAM22
12418	FOXE1
12419	TDO2
12420	FCSK
12421	LIPJ
12422	SMAD4
12423	MST1
12424	PPP1R14A
12425	USP18
12426	ZBTB2
12427	ZMYM6
12428	TDRD15
12429	PER2
12430	SYCE1L
12431	TAAR5
12432	MYF5
12433	NLRP11
12434	ARID1B
12435	PROSER1
12436	OSBPL8
12437	COX7B
12438	KPNA7
12439	HAS3
12440	GATAD1
12441	MINAR2
12442	RXFP1
12443	SYP
12444	FLNA
12445	ACR
12446	TPH2
12447	ATP8A2
12448	B3GNT9
12449	CRIP2
12450	NXF3
12451	PPFIBP1
12452	LAT
12453	NEU3
12454	CTSF
12455	GMEB1
12456	BYSL
12457	CELA1
12458	PLG
12459	CHST6
12460	PRCC
12461	ANKRD27
12462	SAYSD1
12463	CPA1
12464	C1orf43
12465	TTC13
12466	FBXW2
12467	CDC14C
12468	IMPDH2
12469	COMTD1
12470	KRTAP13-4
12471	TACC3
12472	AGXT2
12473	DDT
12474	TBC1D21
12475	SPTSSB
12476	TPX2
12477	BCL7A
12478	KCNJ10
12479	IPP
12480	WDR92
12481	INSR
12482	SH2D4A
12483	ADAMTSL2
12484	CLRN3
12485	ALG2
12486	OR7G3
12487	ELOVL7
12488	OPTC
12489	RPP30
12490	ITGA7
12491	KPNB1
12492	ALG1L
12493	ZNF865
12494	CACNG3
12495	CPEB1
12496	DUSP23
12497	PHLDA3
12498	ACVR1C
12499	EIF5B
12500	SFI1
12501	RGS2
12502	PDE4D
12503	NHLRC1
12504	RAB4B
12505	NCEH1
12506	MAST3
12507	SNX11
12508	NFATC3
12509	PCDHB5
12510	CRY1
12511	OR2B11
12512	CEP170
12513	TRIM64B
12514	ATAD5
12515	ZNF771
12516	BAAT
12517	AL603764.2
12518	MME
12519	FOXA3
12520	NUDT4B
12521	TNFAIP6
12522	C1orf105
12523	PEX13
12524	RAI1
12525	TSACC
12526	SHQ1
12527	AJUBA
12528	MEIOB
12529	ALDH16A1
12530	RC3H1
12531	EWSR1
12532	HEXIM2
12533	CPNE5
12534	ELP6
12535	HOXC9
12536	VWF
12537	WFDC13
12538	IFI30
12539	TMEM259
12540	DUSP22
12541	TWF2
12542	ANGPT1
12543	SSR4
12544	JMY
12545	BAHD1
12546	TMEM38A
12547	TMPRSS7
12548	HEATR4
12549	OR1B1
12550	MAOB
12551	FDX2
12552	EMX2
12553	OCIAD1
12554	ST14
12555	RBMS2
12556	ZNF705G
12557	LURAP1L
12558	BIK
12559	ASCL3
12560	UGT3A2
12561	NADK
12562	PRR15L
12563	COL22A1
12564	DST
12565	SLC66A1
12566	TIA1
12567	SUSD3
12568	PTPN2
12569	TBC1D15
12570	CEP152
12571	ACTA2
12572	MROH2B
12573	STARD5
12574	STYK1
12575	SERPINB4
12576	NSD2
12577	TRIM68
12578	HCAR3
12579	SAR1A
12580	STX17
12581	TMEM234
12582	OR1A1
12583	CTDSPL2
12584	ZYX
12585	NINJ1
12586	PRCD
12587	C15orf40
12588	FRK
12589	PPME1
12590	DTX2
12591	BTAF1
12592	GNPTG
12593	TIMM13
12594	SLC25A52
12595	CDK16
12596	MCM2
12597	PSMC3
12598	RFK
12599	SLC22A24
12600	UBE2K
12601	WASHC5
12602	BCL3
12603	CAP2
12604	TAF9B
12605	RPA2
12606	GATA1
12607	SERF2
12608	SMOC1
12609	ECE2
12610	TJAP1
12611	ZNF625
12612	DNAJC17
12613	DNAJB9
12614	ARNT2
12615	ST6GAL2
12616	LMO1
12617	TRIM49
12618	KRBOX1
12619	OR4K14
12620	ZC3HC1
12621	CELSR1
12622	ABCA5
12623	EFCAB6
12624	PLTP
12625	DEF8
12626	MED23
12627	MYOT
12628	TBX19
12629	PINX1
12630	GNAI2
12631	SHISA8
12632	MLLT1
12633	CA9
12634	SLC25A15
12635	ATP1A4
12636	MTBP
12637	RNASE10
12638	SLC48A1
12639	IVL
12640	SUPT16H
12641	GSTK1
12642	NLRC5
12643	PDCD6IP
12644	S100PBP
12645	C5orf63
12646	OXSR1
12647	OAS3
12648	SOST
12649	CMTM5
12650	TPST1
12651	BCAP31
12652	EIF3E
12653	RGL4
12654	SPINDOC
12655	HSPA4
12656	OSBPL9
12657	TACO1
12658	RTTN
12659	FNDC5
12660	ASPSCR1
12661	TAF1D
12662	ADAM17
12663	GPR27
12664	HOXA5
12665	TBL2
12666	KRTAP19-7
12667	NUDT18
12668	ZDHHC20
12669	FAM102A
12670	KLC3
12671	MAGEA12
12672	SLCO2B1
12673	THBD
12674	VPS26A
12675	LTBP4
12676	ZBTB44
12677	B4GALNT1
12678	XPO5
12679	C11orf21
12680	AFM
12681	AKAP9
12682	IL12A
12683	MSH4
12684	TRIML2
12685	ZC2HC1B
12686	ZNF572
12687	GAL3ST1
12688	KPNA6
12689	PPT1
12690	LRRC74A
12691	ZFYVE1
12692	GPR146
12693	KRTAP5-7
12694	WNT8B
12695	KRTAP19-6
12696	ZCRB1
12697	GALNT4
12698	TLR1
12699	TNFRSF10D
12700	OR6C70
12701	RHO
12702	LRP1
12703	NR2F6
12704	GSDMB
12705	KRTAP5-8
12706	PHF19
12707	HGFAC
12708	IL4R
12709	GIPR
12710	PCDH1
12711	SMU1
12712	CYP3A43
12713	FTSJ1
12714	CRYBA2
12715	FCGR3B
12716	ADSL
12717	KIR2DL3
12718	COBL
12719	FGF13
12720	C20orf144
12721	PRELID3B
12722	TMEM213
12723	EPHX4
12724	HDAC6
12725	CCNK
12726	PRPF4B
12727	RWDD3
12728	VPS11
12729	TDRD10
12730	C5orf15
12731	SLC35A2
12732	DRAP1
12733	BEX5
12734	ADRA2A
12735	KIF18A
12736	TMA7
12737	DSP
12738	ROMO1
12739	SLAMF8
12740	UBE2J2
12741	ZNF684
12742	MFN1
12743	PRUNE2
12744	SIPA1L2
12745	SF3B2
12746	NUP62
12747	DLL3
12748	PAK1
12749	PIGC
12750	B3GNT6
12751	CFAP52
12752	ATP7B
12753	CPED1
12754	PAGE3
12755	RAB5C
12756	SCN2B
12757	CCM2
12758	COLGALT1
12759	HECTD3
12760	HIGD1A
12761	SOCS6
12762	ZNF202
12763	FES
12764	JADE2
12765	DKK3
12766	PLXNB3
12767	AGBL4
12768	MMP3
12769	SDR16C5
12770	TMOD2
12771	HIGD2B
12772	AGMO
12773	NIPAL2
12774	RGS7
12775	CCDC127
12776	TRMT12
12777	NOP9
12778	RALY
12779	TSGA10IP
12780	WIPF3
12781	CYP3A5
12782	EEF1AKNMT
12783	KCND1
12784	SLC37A3
12785	HNRNPUL2
12786	CBX1
12787	ARHGAP27
12788	CKS2
12789	SERPINB1
12790	GREM2
12791	MPZL1
12792	PRKAR1A
12793	KRT6B
12794	PHGR1
12795	ANGPTL5
12796	PHYKPL
12797	TMEM167B
12798	RPN1
12799	CBR4
12800	ERO1B
12801	SEC31B
12802	PDZD7
12803	NKG7
12804	RAB35
12805	PCGF2
12806	SHISA4
12807	GMCL1
12808	JAML
12809	FAM110B
12810	SELENOF
12811	GALNT16
12812	HBZ
12813	UBQLN3
12814	ZNF823
12815	MFSD11
12816	ZNF491
12817	PCDH9
12818	DMRT2
12819	USP38
12820	CHEK2
12821	MYH14
12822	CDK8
12823	CDH4
12824	GIPC2
12825	OTULINL
12826	COL14A1
12827	PCK1
12828	PMM1
12829	PUM3
12830	ALDH2
12831	EVI5L
12832	MRM3
12833	LRSAM1
12834	TXNL4A
12835	ITGA6
12836	INSC
12837	CCNG2
12838	CHRDL2
12839	LONRF1
12840	HDHD2
12841	TBX4
12842	MYLIP
12843	UBQLN1
12844	POLR2M
12845	SIK3
12846	EPHA5
12847	DCTN4
12848	JAK1
12849	PNLIPRP3
12850	PDE6A
12851	RNF182
12852	TOP3B
12853	RNF165
12854	XXYLT1
12855	RUNX2
12856	ZNF142
12857	UTRN
12858	URI1
12859	VIRMA
12860	ACVR2A
12861	SMG7
12862	UBE4A
12863	MYH15
12864	PRPF38B
12865	C19orf84
12866	CDC45
12867	C11orf95
12868	MORN1
12869	FUT6
12870	CELSR2
12871	NUAK1
12872	SPAG9
12873	DTYMK
12874	OR7D4
12875	DCP1B
12876	GPRIN2
12877	NSF
12878	ZNRD2
12879	ARMS2
12880	LIG1
12881	TMX2
12882	MBD3
12883	REELD1
12884	STYXL1
12885	TPCN2
12886	STRBP
12887	ADNP2
12888	SLC26A8
12889	STIP1
12890	SLC20A2
12891	FAM107B
12892	APOL5
12893	AKIP1
12894	SERPINB8
12895	CD3E
12896	HCFC1
12897	OMP
12898	SORCS1
12899	LYZL6
12900	HMGCS2
12901	EOMES
12902	ZKSCAN3
12903	FDXACB1
12904	TRAPPC12
12905	UNC50
12906	EFCAB3
12907	FAHD2A
12908	UMAD1
12909	MC5R
12910	SPANXN3
12911	MAPK8
12912	PKN1
12913	CNPY2
12914	UGT1A7
12915	ERICH4
12916	ATP6V1G3
12917	IL11RA
12918	TMEM200B
12919	SI
12920	UBLCP1
12921	ZNF282
12922	CACNA2D2
12923	FAM83C
12924	TKFC
12925	ACER3
12926	ZNF334
12927	IMP3
12928	NEDD1
12929	DRAM2
12930	SREBF1
12931	ZNF830
12932	CCT6A
12933	EBLN1
12934	SRP19
